sector,project,account_item,status,request_id,code,vendor,amount_total,amount_paid,amount_canceled,amount_remaining,source_request_date,payment_request_date,approval_date,payment_date,Time
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616021749,"1,500","1,500",0,0,45830,45831,45831,45831,143-6-23
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616021826,"1,522","1,522",0,0,45830,45831,45831,45831,143-6-23
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616022165,"3,989","3,989",0,0,45830,45831,45831,45831,143-6-23
قطاع الإسكان,إسكان الأصالة الرياض,موردين,,,2101010718,مؤسسة دخيل الله دخيل عوده السفياني - أمن وسلامة,"2,280","2,280",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,,,2103011281,مؤسسة انجاز المبدع للمقاولات,"19,018","19,018",0,0,45830,,45867,45867,237-7-29
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,,,2103011529,شركة فوارس الخير للمقاولات,"25,063","25,063",0,0,45830,45855,45855,45858,226-7-17
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,,,2103011384,مؤسسة سعاد معيض عواض المطيري للمقاولات,"14,219",0,"14,219",0,45830,,-,-,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سداد تصاريح حفر,,,5104000094,سداد فاتورة رقم 250616020526,"1,250","1,250",0,0,45831,45831,45831,45831,814-6-23
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,,2101010693,شركة المؤسسة الوطنية للتسويق المحدودة نبرو,"4,457","4,457",0,0,45831,,45831,45831,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,0,2101010930,بيان فايز الشهراني,"7,400","7,400",0,0,45831,45831,45831,45831,814-6-23
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,,-,شركة عبد الهادي للعزل,"2,415","2,415",0,0,45831,,45831,45831,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,-,ﺧﺎﻟﺪ ﻓﻴﺼﻞ ﻧﺎﻭﻱ ﺍﻟﻌﻄﻴﻔﻲ العنزي,"14,000","14,000",0,0,45831,,45841,45841,1125-7-3
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616024952,127,127,0,0,45832,45832,45832,45832,1131-6-24
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616024870,122,122,0,0,45832,45832,45832,45832,1131-6-24
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616024831,129,129,0,0,45832,45832,45832,45832,1131-6-24
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616024827,129,129,0,0,45832,45832,45832,45832,1131-6-24
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616023937,"1,375","1,375",0,0,45832,45832,45832,45832,1131-6-24
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616023845,849,849,0,0,45832,45832,45832,45832,1131-6-24
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616023603,"5,505","5,505",0,0,45832,45832,45832,45832,1131-6-24
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616022137,525,525,0,0,45832,45832,45832,45832,1131-6-24
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,,2101010530,شركة محمد سعد المشرى واخوانه,"7,648","7,648",0,0,45839,-,-,45839,-
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616027972,953,953,0,0,45832,45834,45834,45834,200-6-26
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,,5104000007,سداد كهرباء - المفوتر 006,316,316,0,0,45832,,,,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,,2101010855,مؤسسة عراقة الإعمار للمقاولات,"22,770","22,770",0,0,45832,45872,45872,45872,540-8-3
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,,2101010855,مؤسسة عراقة الإعمار للمقاولات,"22,770","22,770",0,0,45832,45881,45881,45881,432-8-12
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,,-,سعد علي صالح الرشيدي,"6,000","6,000",0,0,45832,,45853,45853,517-7-15
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,,-,فواز صالح مدلة الرشيدي,"12,000","12,000",0,0,45832,,45853,45853,517-7-15
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,,-,فواز فايز شباب العياضي الحربي,"7,500","7,500",0,0,45832,,45853,45853,517-7-15
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,,-,مشاري سعد الصاعدي,"7,200","7,200",0,0,45832,,45853,45853,517-7-15
قطاعات أخرى,معدات الطائف,عهدة,,,1109010058,طلب عهدة - محمد عبد العزيز,"15,000","15,000",0,0,45829,-,-,45829,-
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,عهدة,,146,-,طلب عهدة - محمد القطفاني,"47,350","47,350",0,0,45834,,45840,45840,1038-7-2
قطاع المياة والصرف الصحي,إستكمال شبكات الصرف الصحي لمدينتي الهفوف والمبرز,سداد تصاريح حفر,,,5104000094,فاتورة رقم 250616029974,"2,694","2,694",0,0,45834,45834,45834,45834,153-6-26
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,موردين,,187,2101011018,شركة امجد عبد العزيز الحقيل للوقود,"25,000","25,000",0,0,45834,,45841,45841,1125-7-3
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,موردين,,,2101010949,المعهد السعودي التقني لخدمات الكهرباء,"8,533","8,533",0,0,45834,,45834,45834,
قطاعات أخرى,مشروع عقد كهرباء 36 ك .ف جازان,عهدة,,,1109010174,طلب عهدة - تاج الدين شرف الدين,"20,000","20,000",0,0,45834,45834,45834,45834,1103-6-26
قطاع الإسكان,صيانة إسكان المدينة و العاقول,سدادات,,0,5104000012,جميلة عايض نخيلان البلادي,"7,000","7,000",0,0,45834,-,-,45834,-
قطاع الإسكان,صيانة إسكان المدينة و العاقول,سدادات,,,5104000007,كهرباء - رقم الفاتورة: ٢١٨٠٢٣١٥٧٤٥٩,829,829,0,0,45834,,,,
قطاع الإسكان,صيانة إسكان المدينة و العاقول,سدادات,,,5104000007,كهرباء - رقم الفاتورة: ٢١٨٠٢٣١٥٧٤٥٨,818,818,0,0,45834,,,,
قطاع التحلية,الصبة الخرسانية تحلية جازان,عهدة,,127,1109010035,طلب عهدة - م وجدي عبدالواحد,"8,000",0,"8,000",0,45834,-,-,-,-
قطاع التحلية,الصبة الخرسانية تحلية جازان,سدادات,,,5104000007,شركة الكهرباء السعودية - رقم الفاتورة 10048353067,"2,255",0,"2,255",0,45834,-,-,-,-
قطاع التحلية,الصبة الخرسانية تحلية جازان,سدادات,,,5104000007,شركة الكهرباء السعودية - رقم الفاتورة 30015955482,713,0,713,0,45834,-,-,-,-
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,موردين,,,2101010847,مصنع التوكيلات للخرسانة الجاهزة - جاك,"38,000","38,000",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,,,2103011443,شركة تطوير المعرفة للمقاولات العامة,"15,702","15,702",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,,,2103011281,مؤسسة انجاز المبدع للمقاولات,"27,429","27,429",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,مقاولين الباطن,,,2103011384,مؤسسة سعاد معيض عواض المطيري للمقاولات,"14,352","14,352",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات وخطوط مياه العوينة,سدادات,,,5104000007,كهرباء,316,316,0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 30078941704,551,551,0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 30078941713,674,674,0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 30057837188,"1,704","1,704",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 30050715871,"2,318","2,318",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 30004347416,"1,351","1,351",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 10000903559,"1,287","1,287",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 10000345430,"1,134","1,134",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 30012764469,"2,635","2,635",0,0,45834,,45834,45834,
قطاع المياة والصرف الصحي,شبكات الصرف الصحي ومحطة الرفع بالعزيزية الخبر,سدادات,,,5104000007,الشركة السعودية للكهرباء - فاتورة رقم 30012764478,"1,336","1,336",0,0,45834,,45834,45834,
